Wavenumber (cm-1),Transmittance (%)
1789.07326,42.28234723
1789.07326,41.6587593
1789.07326,41.03517138
1789.07326,40.41158345
1789.07326,39.78799552
1789.07326,39.16440759
1789.07326,38.54081966
1789.07326,37.91723173
1789.07326,37.2936438
1789.07326,36.67005587
1784.020744,36.04606407
1784.020744,35.42247614
1784.020744,34.79888821
1784.020744,34.17530028
1784.020744,33.55171235
1784.020744,32.92812442
1784.020744,32.30453649
1784.020744,31.68094856
1784.020744,31.05736063
1784.020744,30.43377271
1784.020744,29.96608176
1778.968228,29.49798693
1778.968228,28.87439901
1778.968228,28.25081108
1778.968228,27.62722315
1778.968228,27.00363522
1778.968228,26.38004729
1778.968228,25.75645936
1770.547368,25.1321983
1771.389454,24.3527807
1771.389454,23.80714127
1766.336937,26.84672854
1768.863196,26.06744557
1761.284421,30.27605827
1763.810679,29.4967753
1763.810679,28.87318737
1763.810679,28.24959944
1763.810679,27.62601151
1758.758163,31.67892917
1758.758163,31.05534124
1753.705647,35.73184683
1753.705647,35.1082589
1753.705647,34.48467097
1753.705647,33.86108305
1753.705647,33.23749512
1753.705647,32.61390719
1753.705647,32.14621624
1748.653131,41.65552828
1748.653131,41.03194035
1748.653131,40.40835242
1748.653131,39.78476449
1748.653131,39.16117656
1748.653131,38.53758863
1748.653131,37.91400071
1748.653131,37.29041278
1748.653131,36.66682485
1748.653131,36.1991339
1743.600615,47.26741576
1743.600615,46.64382783
1743.600615,46.0202399
1743.600615,45.39665197
1743.600615,44.77306405
1743.600615,44.14947612
1743.600615,43.52588819
1743.600615,42.90230026
1743.600615,42.27871233
1736.02184,49.76116166
1736.02184,49.13757373
1736.02184,48.5139858
1736.02184,47.89039787
1733.495582,47.42250499
1728.443066,46.95441016
1728.443066,46.33082223
1728.443066,45.7072343
1728.443066,45.08364638
1728.443066,44.46005845
1728.443066,43.83647052
1728.443066,43.21288259
1728.443066,42.58929466
1728.443066,41.96570673
1728.443066,41.3421188
1728.443066,40.71853087
1723.39055,40.09453907
1723.39055,39.47095114
1723.39055,38.84736321
1723.39055,38.22377528
1723.39055,37.60018735
1723.39055,36.97659942
1723.39055,36.35301149
1723.39055,35.72942356
1723.39055,35.10583563
1723.39055,34.48224771
1720.864292,33.70256086
1720.864292,33.07897293
1723.39055,32.7673809
1718.338034,32.29928608
1713.285518,38.84655545
1713.285518,38.22296752
1713.285518,37.59937959
1713.285518,36.97579166
1713.285518,36.35220374
1713.285518,35.72861581
1713.285518,35.10502788
1713.285518,34.48143995
1713.285518,33.85785202
1708.233001,44.45844293
1708.233001,43.834855
1708.233001,43.21126708
1708.233001,42.58767915
1708.233001,41.96409122
1708.233001,41.34050329
1708.233001,40.71691536
1708.233001,40.09332743
1708.233001,39.4697395
1700.654227,47.2639828
1700.654227,46.71834336
1703.180485,46.01700888
1703.180485,45.39342095
1703.180485,44.92573
1693.075453,46.32799509
1693.075453,45.70440716
1693.075453,45.08081923
1693.075453,44.4572313
1693.075453,43.83364337
1690.549195,43.05395652
1688.022937,42.27426967
1688.022937,41.65068174
1688.022937,41.02709381
1688.022937,40.40350588
1688.022937,39.77991795
1688.022937,39.15633003
1688.022937,38.5327421
1688.022937,37.90915417
1688.022937,37.28556624
1688.022937,36.66197831
1688.022937,36.03839038
1682.97042,35.41439857
1682.97042,34.79081064
